Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,6.2,0.0
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,6.5,1.8141400000000002e-24
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,7.0,2.59699e-23
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,7.5,8.581860000000001e-23
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,8.0,1.78502e-22
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,8.5,2.96266e-22
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,9.0,4.30999e-22
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,9.5,5.75754e-22
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,10.0,7.25081e-22
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,11.0,1.02236e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,12.0,1.3026999999999999e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,13.0,1.5571999999999998e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,14.0,1.78314e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,15.0,1.98099e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,16.0,2.15269e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,17.0,2.30078e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,18.0,2.42791e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,19.0,2.53661e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,20.0,2.62922e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,30.0,3.02005e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,40.0,2.9984599999999997e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,50.0,2.8685199999999997e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,60.0,2.71473e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,70.0,2.5633299999999997e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,80.0,2.42248e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,90.0,2.29409e-21
69,EXCITATION,C2H6(v13) -> C2H2 H2 H2,6.2,e / C2H6(v13),E + C2H6(v13) -> E + C2H2 + H2 + H2,100.0,2.17787e-21
