Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,13.92,0.0
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,14.0,8.90712e-23
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,14.5,5.14958e-22
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,15.0,8.1500000000000005e-22
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,15.5,1.0741299999999999e-21
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,16.0,1.33417e-21
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,17.0,1.91476e-21
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,18.0,2.57777e-21
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,19.0,3.28352e-21
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,20.0,3.98996e-21
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,30.0,8.527559999999999e-21
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,40.0,1.0121499999999995e-20
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,50.0,1.08507e-20
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,60.0,1.1224899999999995e-20
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,70.0,1.1395699999999999e-20
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,80.0,1.14353e-20
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,90.0,1.13881e-20
109,IONIZATION,C3H8(v2) -> CH3 C2H5^+,13.92,e / C3H8(v2),E + C3H8(v2) -> E + E + CH3 + C2H5^+,100.0,1.1283299999999999e-20
