Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,14.7,0.0
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,11.0,-3.54949e-22
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,12.0,-9.916830000000001e-23
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,13.0,-1.8286700000000002e-23
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,14.0,-9.65162e-25
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,15.0,5.85864e-26
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,16.0,3.73997e-24
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,17.0,1.64961e-23
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,18.0,3.93274e-23
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,19.0,7.106720000000001e-23
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,20.0,1.09855e-22
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,22.0,2.01139e-22
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,25.0,3.51057e-22
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,28.0,4.96196e-22
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,30.0,5.84913e-22
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,40.0,9.12902e-22
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,50.0,1.08903e-21
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,60.0,1.17588e-21
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,70.0,1.21264e-21
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,80.0,1.221e-21
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,90.0,1.21308e-21
122,IONIZATION,C3H7 -> C2H5 CH2^+,14.7,e / C3H7,E + C3H7 -> E + E + C2H5 + CH2^+,100.0,1.1958e-21
