Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,14.71,0.0
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,15.0,2.7484e-26
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,16.0,1.89784e-24
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,17.0,8.45587e-24
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,17.5,1.3717e-23
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,18.0,2.02392e-23
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,18.5,2.79235e-23
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,19.0,3.66512e-23
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,20.0,5.67298e-23
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,21.0,7.948430000000001e-23
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,22.0,1.04031e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,23.0,1.29633e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,24.0,1.55704e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,26.0,2.07541e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,30.0,3.03174e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,40.0,4.73546e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,50.0,5.65096e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,60.0,6.10278e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,70.0,6.294299999999999e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,80.0,6.33826e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,90.0,6.29751e-22
133,IONIZATION,C3H6 -> C2H4 CH2^+,14.71,e / C3H6,E + C3H6 -> E + E + C2H4 + CH2^+,100.0,6.20808e-22
