Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,5.36,0.0
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,5.5,5.57377e-25
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,5.75,1.01704e-23
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,5.9,2.44746e-23
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,6.0,3.82193e-23
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,6.5,1.59325e-22
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,7.0,3.58091e-22
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,7.5,6.12709e-22
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,8.0,9.01363e-22
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,8.5,1.20656e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,9.0,1.51554e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,9.5,1.81952e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,10.0,2.11276e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,11.0,2.65448e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,12.0,3.12843e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,13.0,3.53474e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,14.0,3.87886e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,15.0,4.16799e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,16.0,4.40951e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,17.0,4.61025e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,18.0,4.77626e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,19.0,4.91279e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,20.0,5.02429e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,30.0,5.36373e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,40.0,5.16587e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,50.0,4.86037e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,60.0,4.55169e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,70.0,4.26686e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,80.0,4.01114e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,90.0,3.78327e-21
45,EXCITATION,C2H5 -> C2H3 H2,5.36,e / C2H5,E + C2H5 -> E + C2H3 + H2,100.0,3.5802099999999995e-21
