,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,5.82,0.0
1,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,6.0,4.01261e-25
2,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,6.5,1.5957400000000002e-23
3,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,7.0,6.294680000000001e-23
4,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,7.5,1.39897e-22
5,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,8.0,2.3951e-22
6,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,8.5,3.54023e-22
7,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,9.0,4.76882e-22
8,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,10.0,7.28941e-22
9,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,12.0,1.19029e-21
10,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,15.0,1.6986e-21
11,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,17.0,1.92778e-21
12,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,18.0,2.01677e-21
13,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,19.0,2.09169e-21
14,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,20.0,2.1545e-21
15,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,30.0,2.3921e-21
16,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,40.0,2.34203e-21
17,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,50.0,2.22352e-21
18,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,60.0,2.09423e-21
19,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,70.0,1.97092e-21
20,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,80.0,1.85815e-21
21,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,90.0,1.75644e-21
22,71,EXCITATION,C3H6 -> C2H4 CH2,5.82,e / C3H6,E + C3H6 -> E + C2H4 + CH2,100.0,1.66505e-21
