,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,11.95,0.0
1,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,12.0,4.9715e-27
2,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,13.0,3.4013600000000004e-23
3,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,14.0,1.91366e-22
4,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,15.0,4.85992e-22
5,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,16.0,8.92687e-22
6,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,17.0,1.37838e-21
7,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,18.0,1.913e-21
8,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,19.0,2.47245e-21
9,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,20.0,3.03861e-21
10,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,21.0,3.59848e-21
11,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,22.0,4.14306e-21
12,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,23.0,4.66641e-21
13,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,26.0,6.07987e-21
14,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,30.0,7.58132e-21
15,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,40.0,9.82104e-21
16,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,50.0,1.07665e-20
17,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,60.0,1.1077599999999997e-20
18,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,70.0,1.10728e-20
19,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,80.0,1.09083e-20
20,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,90.0,1.0664e-20
21,125,IONIZATION,C3H6 -> H C3H5+,11.95,e / C3H6,E + C3H6 -> E + E + H + C3H5+,100.0,1.0382299999999997e-20
