,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,13.41,0.0
1,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,14.0,1.00675e-24
2,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,14.5,5.56172e-24
3,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,15.0,1.5194400000000002e-23
4,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,15.5,3.05043e-23
5,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,16.0,5.15225e-23
6,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,16.5,7.79444e-23
7,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,17.0,1.0928e-22
8,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,18.0,1.84353e-22
9,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,18.6,2.35722e-22
10,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,18.9,2.62793e-22
11,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,19.0,2.71994e-22
12,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,20.0,3.67881e-22
13,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,25.0,8.71316e-22
14,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,30.0,1.29902e-21
15,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,40.0,1.84619e-21
16,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,50.0,2.11281e-21
17,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,60.0,2.22847e-21
18,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,70.0,2.26378e-21
19,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,80.0,2.25561e-21
20,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,90.0,2.22372e-21
21,139,IONIZATION,C3H5 -> CH3 C2H2+,13.41,e / C3H5,E + C3H5 -> E + E + CH3 + C2H2+,100.0,2.17908e-21
