Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,9.64,0.0
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,10.0,3.0159700000000003e-24
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,11.0,1.13184e-22
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,12.0,4.2523e-22
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,13.0,9.06592e-22
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,14.0,1.4975199999999998e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,15.0,2.14552e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,16.0,2.812e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,17.0,3.47087e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,18.0,4.10562e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,18.5,4.4107e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,19.0,4.7064999999999996e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,19.5,4.9925e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,20.0,5.26838e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,30.0,8.850269999999999e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,40.0,1.0129199999999999e-20
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,50.0,1.0451399999999999e-20
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,60.0,1.0373599999999999e-20
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,70.0,1.01253e-20
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,80.0,9.807559999999999e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,90.0,9.4674e-21
119,IONIZATION,C3H7 -> CH4 C2H3+,9.64,e / C3H7,E + C3H7 -> E + E + CH4 + C2H3+,100.0,9.12735e-21
