Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,7.45,0.0
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,8.5,6.15015e-23
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,9.0,1.5952e-22
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,9.5,3.01145e-22
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,10.0,4.78052e-22
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,11.0,9.02372e-22
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,12.0,1.3721899999999998e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,13.0,1.8472e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,14.0,2.3038e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,15.0,2.7295699999999998e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,16.0,3.11904e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,17.0,3.4708299999999996e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,18.0,3.78584e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,19.0,4.066199999999999e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,20.0,4.31459e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,30.0,5.60456e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,40.0,5.8427899999999995e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,50.0,5.7378999999999994e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,60.0,5.51971e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,70.0,5.2703999999999995e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,80.0,5.02137e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,90.0,4.78463e-21
38,EXCITATION,C2H6 -> C2H5 H,7.45,e / C2H6,E + C2H6 -> E + C2H5 H,100.0,4.56427e-21
