       Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13
   0.0000E+00   1.1554E+14   1.1411E+15   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   1.0583E-11   0.0000E+00   2.3312E+12   5.5216E+09   0.0000E+00   5.5216E+09
   1.0000E-19   1.1554E+14   1.1411E+15   3.2015E-06   8.0354E-07   6.2967E-09   1.8954E-18   7.8123E-18   1.0583E-11   1.6552E+01   2.3312E+12   5.5216E+09   1.2872E-03   5.5216E+09
   1.1000E-18   1.1554E+14   1.1411E+15   3.5216E-05   8.8389E-06   6.9263E-08   2.0850E-17   9.4529E-16   1.0583E-11   1.8207E+02   2.3312E+12   5.5216E+09   1.4159E-02   5.5216E+09
   1.1100E-17   1.1554E+14   1.1411E+15   3.5536E-04   8.9192E-05   6.9893E-07   2.1039E-16   9.6255E-14   1.0583E-11   1.8372E+03   2.3312E+12   5.5216E+09   1.4288E-01   5.5216E+09
   1.1110E-16   1.1554E+14   1.1411E+15   3.5568E-03   8.9272E-04   6.9955E-06   2.1058E-15   9.6427E-12   1.0583E-11   1.8389E+04   2.3312E+12   5.5216E+09   1.4301E+00   5.5216E+09
   1.1110E-15   1.1554E+14   1.1411E+15   3.5567E-02   8.9271E-03   6.9954E-05   2.1058E-14   9.6424E-10   1.0583E-11   1.8388E+05   2.3312E+12   5.5216E+09   1.4300E+01   5.5216E+09
   1.1098E-14   1.1554E+14   1.1411E+15   3.5531E-01   8.9179E-02   6.9883E-04   2.1036E-13   9.6226E-08   1.0583E-11   1.8369E+06   2.3312E+12   5.5216E+09   1.4286E+02   5.5216E+09
   1.0985E-13   1.1554E+14   1.1411E+15   3.5168E+00   8.8267E-01   6.9168E-03   2.0821E-12   9.4266E-06   1.0583E-11   1.8181E+07   2.3312E+12   5.5217E+09   1.4140E+03   5.5217E+09
   9.9739E-13   1.1555E+14   1.1412E+15   3.1937E+01   8.0158E+00   6.2813E-02   1.8906E-11   7.7724E-04   1.0586E-11   1.6509E+08   2.3315E+12   5.5223E+09   1.2839E+04   5.5223E+09
   5.4208E-12   1.1561E+14   1.1418E+15   1.7371E+02   4.3599E+01   3.4165E-01   1.0278E-10   2.2971E-02   1.0602E-11   8.9751E+08   2.3326E+12   5.5250E+09   6.9798E+04   5.5251E+09
   1.2955E-11   1.1571E+14   1.1428E+15   4.1569E+02   1.0433E+02   8.1757E-01   2.4574E-10   1.3132E-01   1.0630E-11   2.1459E+09   2.3346E+12   5.5297E+09   1.6688E+05   5.5299E+09
   2.1528E-11   1.1582E+14   1.1439E+15   6.9177E+02   1.7363E+02   1.3606E+00   4.0854E-10   3.6295E-01   1.0661E-11   3.5676E+09   2.3369E+12   5.5351E+09   2.7744E+05   5.5354E+09
   3.0857E-11   1.1595E+14   1.1451E+15   9.9317E+02   2.4928E+02   1.9533E+00   5.8590E-10   7.4651E-01   1.0696E-11   5.1164E+09   2.3394E+12   5.5410E+09   3.9789E+05   5.5414E+09
   4.0978E-11   1.1608E+14   1.1465E+15   1.3212E+03   3.3162E+02   2.5985E+00   7.7852E-10   1.3181E+00   1.0733E-11   6.7986E+09   2.3420E+12   5.5473E+09   5.2870E+05   5.5478E+09
   5.1955E-11   1.1623E+14   1.1479E+15   1.6784E+03   4.2125E+02   3.3008E+00   9.8767E-10   2.1215E+00   1.0774E-11   8.6251E+09   2.3449E+12   5.5542E+09   6.7073E+05   5.5549E+09
   6.3858E-11   1.1639E+14   1.1495E+15   2.0671E+03   5.1883E+02   4.0654E+00   1.2148E-09   3.2093E+00   1.0818E-11   1.0609E+10   2.3481E+12   5.5617E+09   8.2496E+05   5.5625E+09
   7.6765E-11   1.1656E+14   1.1512E+15   2.4905E+03   6.2509E+02   4.8980E+00   1.4614E-09   4.6447E+00   1.0866E-11   1.2762E+10   2.3515E+12   5.5698E+09   9.9243E+05   5.5708E+09
   9.0759E-11   1.1675E+14   1.1531E+15   2.9517E+03   7.4084E+02   5.8048E+00   1.7292E-09   6.5030E+00   1.0918E-11   1.5101E+10   2.3553E+12   5.5787E+09   1.1743E+06   5.5798E+09
   1.0593E-10   1.1696E+14   1.1551E+15   3.4541E+03   8.6696E+02   6.7928E+00   2.0199E-09   8.8742E+00   1.0976E-11   1.7641E+10   2.3593E+12   5.5883E+09   1.3717E+06   5.5896E+09
   1.2237E-10   1.1718E+14   1.1573E+15   4.0018E+03   1.0044E+03   7.8696E+00   2.3357E-09   1.1866E+01   1.1038E-11   2.0399E+10   2.3637E+12   5.5987E+09   1.5862E+06   5.6003E+09
   1.4020E-10   1.1742E+14   1.1597E+15   4.5988E+03   1.1542E+03   9.0435E+00   2.6786E-09   1.5606E+01   1.1106E-11   2.3394E+10   2.3685E+12   5.6100E+09   1.8190E+06   5.6118E+09
   1.5951E-10   1.1768E+14   1.1623E+15   5.2499E+03   1.3177E+03   1.0324E+01   3.0509E-09   2.0248E+01   1.1180E-11   2.6646E+10   2.3737E+12   5.6223E+09   2.0719E+06   5.6243E+09
   1.8044E-10   1.1797E+14   1.1651E+15   5.9603E+03   1.4960E+03   1.1720E+01   3.4553E-09   2.5972E+01   1.1261E-11   3.0179E+10   2.3793E+12   5.6356E+09   2.3465E+06   5.6380E+09
   2.0311E-10   1.1828E+14   1.1682E+15   6.7356E+03   1.6906E+03   1.3245E+01   3.8945E-09   3.2995E+01   1.1349E-11   3.4015E+10   2.3854E+12   5.6501E+09   2.6448E+06   5.6527E+09
   2.2767E-10   1.1861E+14   1.1715E+15   7.5822E+03   1.9030E+03   1.4909E+01   4.3714E-09   4.1574E+01   1.1445E-11   3.8182E+10   2.3921E+12   5.6658E+09   2.9687E+06   5.6688E+09
   2.5426E-10   1.1898E+14   1.1751E+15   8.5070E+03   2.1352E+03   1.6727E+01   4.8894E-09   5.2013E+01   1.1551E-11   4.2708E+10   2.3993E+12   5.6829E+09   3.3204E+06   5.6862E+09
   2.8305E-10   1.1938E+14   1.1790E+15   9.5177E+03   2.3889E+03   1.8714E+01   5.4520E-09   6.4676E+01   1.1666E-11   4.7623E+10   2.4071E+12   5.7015E+09   3.7025E+06   5.7052E+09
   3.1422E-10   1.1981E+14   1.1833E+15   1.0623E+04   2.6663E+03   2.0886E+01   6.0631E-09   7.9992E+01   1.1792E-11   5.2963E+10   2.4156E+12   5.7217E+09   4.1175E+06   5.7258E+09
   3.4795E-10   1.2027E+14   1.1879E+15   1.1832E+04   2.9698E+03   2.3263E+01   6.7269E-09   9.8472E+01   1.1929E-11   5.8763E+10   2.4249E+12   5.7436E+09   4.5683E+06   5.7481E+09
   3.8445E-10   1.2078E+14   1.1929E+15   1.3157E+04   3.3022E+03   2.5866E+01   7.4479E-09   1.2072E+02   1.2080E-11   6.5064E+10   2.4349E+12   5.7674E+09   5.0579E+06   5.7724E+09
   4.2392E-10   1.2133E+14   1.1983E+15   1.4607E+04   3.6663E+03   2.8716E+01   8.2311E-09   1.4746E+02   1.2246E-11   7.1909E+10   2.4458E+12   5.7932E+09   5.5898E+06   5.7988E+09
   4.6660E-10   1.2193E+14   1.2043E+15   1.6198E+04   4.0654E+03   3.1841E+01   9.0820E-09   1.7954E+02   1.2427E-11   7.9346E+10   2.4577E+12   5.8213E+09   6.1676E+06   5.8275E+09
   5.1274E-10   1.2259E+14   1.2107E+15   1.7942E+04   4.5034E+03   3.5270E+01   1.0006E-08   2.1797E+02   1.2626E-11   8.7427E+10   2.4706E+12   5.8518E+09   6.7954E+06   5.8586E+09
   5.6259E-10   1.2329E+14   1.2177E+15   1.9858E+04   4.9843E+03   3.9034E+01   1.1011E-08   2.6394E+02   1.2845E-11   9.6207E+10   2.4846E+12   5.8850E+09   7.4774E+06   5.8924E+09
   6.1644E-10   1.2406E+14   1.2253E+15   2.1964E+04   5.5127E+03   4.3170E+01   1.2102E-08   3.1889E+02   1.3085E-11   1.0575E+11   2.4998E+12   5.9210E+09   8.2184E+06   5.9292E+09
   6.7459E-10   1.2490E+14   1.2336E+15   2.4280E+04   6.0940E+03   4.7719E+01   1.3288E-08   3.8449E+02   1.3350E-11   1.1612E+11   2.5163E+12   5.9602E+09   9.0236E+06   5.9692E+09
   7.3734E-10   1.2581E+14   1.2425E+15   2.6830E+04   6.7341E+03   5.2727E+01   1.4576E-08   4.6273E+02   1.3641E-11   1.2738E+11   2.5343E+12   6.0027E+09   9.8987E+06   6.0126E+09
   8.0504E-10   1.2680E+14   1.2523E+15   2.9641E+04   7.4395E+03   5.8247E+01   1.5976E-08   5.5599E+02   1.3963E-11   1.3963E+11   2.5538E+12   6.0490E+09   1.0850E+07   6.0598E+09
   8.7803E-10   1.2787E+14   1.2629E+15   3.2742E+04   8.2178E+03   6.4335E+01   1.7498E-08   6.6707E+02   1.4319E-11   1.5294E+11   2.5751E+12   6.0993E+09   1.1883E+07   6.1111E+09
   9.5668E-10   1.2904E+14   1.2744E+15   3.6167E+04   9.0775E+03   7.1060E+01   1.9152E-08   7.9928E+02   1.4712E-11   1.6742E+11   2.5981E+12   6.1539E+09   1.3007E+07   6.1669E+09
   1.0414E-09   1.3031E+14   1.2870E+15   3.9955E+04   1.0028E+04   7.8496E+01   2.0951E-08   9.5659E+02   1.5148E-11   1.8315E+11   2.6232E+12   6.2134E+09   1.4228E+07   6.2276E+09
   1.1326E-09   1.3169E+14   1.3006E+15   4.4150E+04   1.1081E+04   8.6730E+01   2.2906E-08   1.1437E+03   1.5631E-11   2.0026E+11   2.6505E+12   6.2780E+09   1.5555E+07   6.2935E+09
   1.2307E-09   1.3319E+14   1.3154E+15   4.8802E+04   1.2249E+04   9.5857E+01   2.5031E-08   1.3660E+03   1.6169E-11   2.1887E+11   2.6802E+12   6.3483E+09   1.6999E+07   6.3652E+09
   1.3361E-09   1.3482E+14   1.3315E+15   5.3967E+04   1.3545E+04   1.0599E+02   2.7342E-08   1.6303E+03   1.6767E-11   2.3910E+11   2.7125E+12   6.4247E+09   1.8568E+07   6.4432E+09
   1.4493E-09   1.3659E+14   1.3491E+15   5.9711E+04   1.4987E+04   1.1726E+02   2.9856E-08   1.9442E+03   1.7434E-11   2.6111E+11   2.7476E+12   6.5078E+09   2.0275E+07   6.5281E+09
   1.5708E-09   1.3853E+14   1.3681E+15   6.6108E+04   1.6592E+04   1.2980E+02   3.2589E-08   2.3171E+03   1.8180E-11   2.8505E+11   2.7857E+12   6.5983E+09   2.2131E+07   6.6204E+09
   1.7011E-09   1.4063E+14   1.3889E+15   7.3244E+04   1.8383E+04   1.4380E+02   3.5563E-08   2.7600E+03   1.9015E-11   3.1110E+11   2.8273E+12   6.6967E+09   2.4151E+07   6.7208E+09
   1.8408E-09   1.4291E+14   1.4115E+15   8.1217E+04   2.0385E+04   1.5943E+02   3.8798E-08   3.2859E+03   1.9952E-11   3.3945E+11   2.8725E+12   6.8037E+09   2.6348E+07   6.8301E+09
   1.9902E-09   1.4540E+14   1.4361E+15   9.0142E+04   2.2625E+04   1.7692E+02   4.2317E-08   3.9104E+03   2.1007E-11   3.7030E+11   2.9217E+12   6.9203E+09   2.8738E+07   6.9490E+09
   2.1500E-09   1.4811E+14   1.4628E+15   1.0015E+05   2.5136E+04   1.9653E+02   4.6148E-08   4.6518E+03   2.2196E-11   4.0389E+11   2.9753E+12   7.0472E+09   3.1339E+07   7.0785E+09
   2.3206E-09   1.5106E+14   1.4919E+15   1.1139E+05   2.7957E+04   2.1855E+02   5.0317E-08   5.5321E+03   2.3542E-11   4.4045E+11   3.0336E+12   7.1853E+09   3.4170E+07   7.2194E+09
   2.5027E-09   1.5427E+14   1.5237E+15   1.2404E+05   3.1132E+04   2.4332E+02   5.4855E-08   6.5773E+03   2.5067E-11   4.8026E+11   3.0971E+12   7.3357E+09   3.7252E+07   7.3729E+09
   2.6968E-09   1.5777E+14   1.5582E+15   1.3830E+05   3.4713E+04   2.7125E+02   5.9795E-08   7.8185E+03   2.6802E-11   5.2361E+11   3.1662E+12   7.4995E+09   4.0607E+07   7.5401E+09
   2.9033E-09   1.6158E+14   1.5958E+15   1.5442E+05   3.8757E+04   3.0280E+02   6.5175E-08   9.2925E+03   2.8781E-11   5.7084E+11   3.2416E+12   7.6779E+09   4.4261E+07   7.7222E+09
   3.1229E-09   1.6573E+14   1.6368E+15   1.7266E+05   4.3336E+04   3.3850E+02   7.1035E-08   1.1043E+04   3.1045E-11   6.2229E+11   3.3236E+12   7.8723E+09   4.8240E+07   7.9205E+09
   3.3559E-09   1.7025E+14   1.6815E+15   1.9335E+05   4.8530E+04   3.7898E+02   7.7417E-08   1.3123E+04   3.3645E-11   6.7836E+11   3.4131E+12   8.0841E+09   5.2575E+07   8.1367E+09
   3.6030E-09   1.7518E+14   1.7302E+15   2.1687E+05   5.4433E+04   4.2498E+02   8.4371E-08   1.5593E+04   3.6639E-11   7.3946E+11   3.5105E+12   8.3150E+09   5.7297E+07   8.3723E+09
   3.8645E-09   1.8056E+14   1.7833E+15   2.4366E+05   6.1157E+04   4.7736E+02   9.1949E-08   1.8529E+04   4.0099E-11   8.0608E+11   3.6168E+12   8.5667E+09   6.2443E+07   8.6292E+09
   4.1410E-09   1.8642E+14   1.8411E+15   2.7424E+05   6.8831E+04   5.3712E+02   1.0021E-07   2.2019E+04   4.4114E-11   8.7870E+11   3.7327E+12   8.8412E+09   6.8052E+07   8.9092E+09
   4.4327E-09   1.9281E+14   1.9042E+15   3.0920E+05   7.7607E+04   6.0545E+02   1.0921E-07   2.6167E+04   4.8787E-11   9.5791E+11   3.8590E+12   9.1404E+09   7.4166E+07   9.2146E+09
   4.7401E-09   1.9978E+14   1.9731E+15   3.4927E+05   8.7664E+04   6.8372E+02   1.1903E-07   3.1099E+04   5.4249E-11   1.0443E+12   3.9969E+12   9.4669E+09   8.0832E+07   9.5477E+09
   5.0635E-09   2.0738E+14   2.0482E+15   3.9529E+05   9.9214E+04   7.7358E+02   1.2973E-07   3.6966E+04   6.0657E-11   1.1385E+12   4.1472E+12   9.8231E+09   8.8102E+07   9.9112E+09
   5.4031E-09   2.1568E+14   2.1301E+15   4.4824E+05   1.1250E+05   8.7695E+02   1.4141E-07   4.3946E+04   6.8205E-11   1.2414E+12   4.3113E+12   1.0212E+10   9.6031E+07   1.0308E+10
   5.7591E-09   2.2474E+14   2.2196E+15   5.0929E+05   1.2783E+05   9.9608E+02   1.5415E-07   5.2251E+04   7.7129E-11   1.3536E+12   4.4904E+12   1.0636E+10   1.0468E+08   1.0741E+10
   6.1317E-09   2.3462E+14   2.3172E+15   5.7982E+05   1.4553E+05   1.1337E+03   1.6805E-07   6.2138E+04   8.7724E-11   1.4761E+12   4.6859E+12   1.1099E+10   1.1412E+08   1.1213E+10
   6.5210E-09   2.4542E+14   2.4238E+15   6.6146E+05   1.6602E+05   1.2929E+03   1.8321E-07   7.3909E+04   1.0035E-10   1.6099E+12   4.8993E+12   1.1605E+10   1.2442E+08   1.1729E+10
   6.9271E-09   2.5721E+14   2.5403E+15   7.5612E+05   1.8978E+05   1.4774E+03   1.9977E-07   8.7929E+04   1.1547E-10   1.7560E+12   5.1324E+12   1.2157E+10   1.3566E+08   1.2292E+10
   7.3498E-09   2.7008E+14   2.6674E+15   8.6610E+05   2.1738E+05   1.6917E+03   2.1785E-07   1.0463E+05   1.3363E-10   1.9155E+12   5.3870E+12   1.2760E+10   1.4794E+08   1.2908E+10
   7.7891E-09   2.8414E+14   2.8063E+15   9.9409E+05   2.4951E+05   1.9410E+03   2.3758E-07   1.2453E+05   1.5555E-10   2.0897E+12   5.6651E+12   1.3418E+10   1.6134E+08   1.3580E+10
   8.2450E-09   2.9951E+14   2.9580E+15   1.1433E+06   2.8696E+05   2.2316E+03   2.5914E-07   1.4826E+05   1.8209E-10   2.2801E+12   5.9689E+12   1.4138E+10   1.7598E+08   1.4314E+10
   8.7170E-09   3.1630E+14   3.1239E+15   1.3175E+06   3.3069E+05   2.5708E+03   2.8268E-07   1.7654E+05   2.1437E-10   2.4881E+12   6.3009E+12   1.4924E+10   1.9197E+08   1.5116E+10
   9.2051E-09   3.3464E+14   3.3051E+15   1.5213E+06   3.8184E+05   2.9674E+03   3.0839E-07   2.1028E+05   2.5378E-10   2.7155E+12   6.6638E+12   1.5784E+10   2.0943E+08   1.5993E+10
   9.7088E-09   3.5470E+14   3.5031E+15   1.7600E+06   4.4175E+05   3.4317E+03   3.3649E-07   2.5052E+05   3.0208E-10   2.9639E+12   7.0603E+12   1.6723E+10   2.2851E+08   1.6952E+10
   1.0228E-08   3.7662E+14   3.7196E+15   2.0400E+06   5.1203E+05   3.9763E+03   3.6719E-07   2.9853E+05   3.6148E-10   3.2355E+12   7.4938E+12   1.7750E+10   2.4936E+08   1.7999E+10
   1.0762E-08   4.0058E+14   3.9563E+15   2.3690E+06   5.9458E+05   4.6158E+03   4.0074E-07   3.5583E+05   4.3481E-10   3.5324E+12   7.9678E+12   1.8872E+10   2.7215E+08   1.9144E+10
   1.1310E-08   4.2678E+14   4.2151E+15   2.7559E+06   6.9169E+05   5.3677E+03   4.3742E-07   4.2424E+05   5.2565E-10   3.8570E+12   8.4859E+12   2.0100E+10   2.9705E+08   2.0397E+10
   1.1873E-08   4.5543E+14   4.4980E+15   3.2115E+06   8.0605E+05   6.2529E+03   4.7750E-07   5.0591E+05   6.3856E-10   4.2120E+12   9.0525E+12   2.1442E+10   3.2427E+08   2.1766E+10
   1.2448E-08   4.8676E+14   4.8075E+15   3.7487E+06   9.4089E+05   7.2964E+03   5.2132E-07   6.0345E+05   7.7936E-10   4.6001E+12   9.6721E+12   2.2909E+10   3.5403E+08   2.3263E+10
   1.3037E-08   5.2103E+14   5.1459E+15   4.3828E+06   1.1000E+06   8.5276E+03   5.6922E-07   7.1995E+05   9.5550E-10   5.0246E+12   1.0350E+13   2.4514E+10   3.8656E+08   2.4901E+10
   1.3638E-08   5.5850E+14   5.5160E+15   5.1322E+06   1.2881E+06   9.9821E+03   6.2160E-07   8.5913E+05   1.1765E-09   5.4888E+12   1.1091E+13   2.6270E+10   4.2213E+08   2.6692E+10
   1.4251E-08   5.9949E+14   5.9208E+15   6.0184E+06   1.5106E+06   1.1702E+04   6.7888E-07   1.0254E+06   1.4546E-09   5.9966E+12   1.1901E+13   2.8190E+10   4.6103E+08   2.8651E+10
   1.4876E-08   6.4433E+14   6.3636E+15   7.0676E+06   1.7739E+06   1.3738E+04   7.4151E-07   1.2242E+06   1.8055E-09   6.5520E+12   1.2788E+13   3.0290E+10   5.0356E+08   3.0793E+10
   1.5511E-08   6.9337E+14   6.8480E+15   8.3108E+06   2.0859E+06   1.6149E+04   8.1000E-07   1.4617E+06   2.2494E-09   7.1595E+12   1.3758E+13   3.2587E+10   5.5008E+08   3.3137E+10
   1.6156E-08   7.4702E+14   7.3779E+15   9.7851E+06   2.4559E+06   1.9007E+04   8.8492E-07   1.7457E+06   2.8124E-09   7.8241E+12   1.4819E+13   3.5101E+10   6.0095E+08   3.5702E+10
   1.6810E-08   8.0572E+14   7.9576E+15   1.1535E+07   2.8951E+06   2.2399E+04   9.6685E-07   2.0852E+06   3.5279E-09   8.5511E+12   1.5980E+13   3.7850E+10   6.5659E+08   3.8507E+10
   1.7474E-08   8.6993E+14   8.5918E+15   1.3612E+07   3.4165E+06   2.6426E+04   1.0565E-06   2.4912E+06   4.4395E-09   9.3465E+12   1.7250E+13   4.0858E+10   7.1745E+08   4.1575E+10
   1.8146E-08   9.4018E+14   9.2856E+15   1.6081E+07   4.0362E+06   3.1209E+04   1.1545E-06   2.9766E+06   5.6031E-09   1.0217E+13   1.8639E+13   4.4149E+10   7.8402E+08   4.4933E+10
   1.8826E-08   1.0170E+15   1.0045E+16   1.9017E+07   4.7730E+06   3.6896E+04   1.2617E-06   3.5572E+06   7.0914E-09   1.1169E+13   2.0159E+13   4.7749E+10   8.5683E+08   4.8606E+10
   1.9514E-08   1.1011E+15   1.0875E+16   2.2509E+07   5.6496E+06   4.3661E+04   1.3790E-06   4.2516E+06   8.9984E-09   1.2210E+13   2.1823E+13   5.1689E+10   9.3649E+08   5.2625E+10
   2.0209E-08   1.1931E+15   1.1784E+16   2.6666E+07   6.6930E+06   5.1711E+04   1.5073E-06   5.0823E+06   1.1446E-08   1.3350E+13   2.3642E+13   5.5999E+10   1.0236E+09   5.7022E+10
   2.0910E-08   1.2938E+15   1.2778E+16   3.1617E+07   7.9356E+06   6.1296E+04   1.6477E-06   6.0760E+06   1.4592E-08   1.4597E+13   2.5633E+13   6.0714E+10   1.1190E+09   6.1833E+10
   2.1617E-08   1.4040E+15   1.3866E+16   3.7516E+07   9.4160E+06   7.2713E+04   1.8013E-06   7.2649E+06   1.8643E-08   1.5961E+13   2.7812E+13   6.5874E+10   1.2232E+09   6.7098E+10
   2.2330E-08   1.5245E+15   1.5056E+16   4.4546E+07   1.1181E+07   8.6320E+04   1.9693E-06   8.6873E+06   2.3865E-08   1.7454E+13   3.0195E+13   7.1520E+10   1.3373E+09   7.2857E+10
   2.3048E-08   1.6563E+15   1.6359E+16   5.2928E+07   1.3284E+07   1.0254E+05   2.1531E-06   1.0389E+07   3.0606E-08   1.9087E+13   3.2803E+13   7.7698E+10   1.4622E+09   7.9160E+10
   2.3771E-08   1.8006E+15   1.7784E+16   6.2927E+07   1.5794E+07   1.2188E+05   2.3542E-06   1.2426E+07   3.9317E-08   2.0874E+13   3.5657E+13   8.4457E+10   1.5987E+09   8.6056E+10
   2.4498E-08   1.9585E+15   1.9343E+16   7.4856E+07   1.8788E+07   1.4496E+05   2.5742E-06   1.4863E+07   5.0587E-08   2.2830E+13   3.8780E+13   9.1853E+10   1.7481E+09   9.3601E+10
   2.5230E-08   2.1249E+15   2.1020E+16   8.9076E+07   2.2352E+07   1.7251E+05   2.8149E-06   1.7779E+07   6.5213E-08   2.4969E+13   4.2194E+13   9.9928E+10   1.9113E+09   1.0184E+11
   2.5966E-08   2.3130E+15   2.2880E+16   1.0604E+08   2.6610E+07   2.0534E+05   3.0783E-06   2.1266E+07   8.4098E-08   2.7308E+13   4.5925E+13   1.0876E+11   2.0902E+09   1.1085E+11
   2.6706E-08   2.5187E+15   2.4916E+16   1.2630E+08   3.1693E+07   2.4456E+05   3.3667E-06   2.5440E+07   1.0859E-07   2.9868E+13   5.0006E+13   1.1843E+11   2.2860E+09   1.2071E+11
   2.7449E-08   2.7439E+15   2.7143E+16   1.5051E+08   3.7767E+07   2.9140E+05   3.6823E-06   3.0437E+07   1.4039E-07   3.2670E+13   5.4473E+13   1.2901E+11   2.5003E+09   1.3151E+11
   2.8196E-08   2.9904E+15   2.9582E+16   1.7942E+08   4.5022E+07   3.4736E+05   4.0276E-06   3.6419E+07   1.8171E-07   3.5737E+13   5.9362E+13   1.4059E+11   2.7348E+09   1.4332E+11
   2.8946E-08   3.2601E+15   3.2250E+16   2.1397E+08   5.3692E+07   4.1422E+05   4.4055E-06   4.3580E+07   2.3543E-07   3.9092E+13   6.4712E+13   1.5326E+11   2.9914E+09   1.5625E+11
   2.9698E-08   3.5553E+15   3.5169E+16   2.5526E+08   6.4052E+07   4.9411E+05   4.8189E-06   5.2151E+07   3.0531E-07   4.2764E+13   7.0566E+13   1.6712E+11   3.2721E+09   1.7039E+11
   3.0452E-08   3.8782E+15   3.8364E+16   3.0460E+08   7.6435E+07   5.8959E+05   5.2713E-06   6.2410E+07   3.9628E-07   4.6782E+13   7.6972E+13   1.8229E+11   3.5793E+09   1.8587E+11
   3.1209E-08   4.2316E+15   4.1860E+16   3.6359E+08   9.1236E+07   7.0372E+05   5.7662E-06   7.4690E+07   5.1474E-07   5.1178E+13   8.3981E+13   1.9889E+11   3.9153E+09   2.0281E+11
   3.1968E-08   4.6023E+15   4.5611E+16   4.3403E+08   1.0888E+08   8.4021E+05   6.3077E-06   8.9388E+07   6.6950E-07   5.5987E+13   9.1647E+13   2.1701E+11   4.2824E+09   2.2129E+11
   3.2729E-08   5.0228E+15   4.9779E+16   5.1817E+08   1.2999E+08   1.0031E+06   6.9003E-06   1.0696E+08   8.7027E-07   6.1244E+13   1.0002E+14   2.3683E+11   4.6847E+09   2.4152E+11
   3.3493E-08   5.4829E+15   5.4338E+16   6.1877E+08   1.5523E+08   1.1980E+06   7.5492E-06   1.2801E+08   1.1319E-06   6.6999E+13   1.0917E+14   2.5851E+11   5.1252E+09   2.6364E+11
   3.4258E-08   5.9865E+15   5.9330E+16   7.3915E+08   1.8543E+08   1.4311E+06   8.2596E-06   1.5321E+08   1.4734E-06   7.3299E+13   1.1920E+14   2.8225E+11   5.6075E+09   2.8786E+11
   3.5026E-08   6.5378E+15   6.4794E+16   8.8314E+08   2.2155E+08   1.7100E+06   9.0369E-06   1.8339E+08   1.9190E-06   8.0193E+13   1.3017E+14   3.0823E+11   6.1352E+09   3.1437E+11
   3.5794E-08   7.1161E+15   7.0659E+16   1.0552E+09   2.6465E+08   2.0438E+06   9.8873E-06   2.1952E+08   2.5024E-06   8.7737E+13   1.4218E+14   3.3661E+11   6.7115E+09   3.4332E+11
   3.6564E-08   7.7730E+15   7.7182E+16   1.2610E+09   3.1626E+08   2.4425E+06   1.0818E-05   2.6274E+08   3.2613E-06   9.5987E+13   1.5530E+14   3.6767E+11   7.3431E+09   3.7501E+11
   3.7336E-08   8.4905E+15   8.4306E+16   1.5069E+09   3.7792E+08   2.9192E+06   1.1836E-05   3.1445E+08   4.2502E-06   1.0501E+14   1.6963E+14   4.0159E+11   8.0345E+09   4.0963E+11
   3.8109E-08   9.2759E+15   9.2104E+16   1.8011E+09   4.5171E+08   3.4897E+06   1.2952E-05   3.7638E+08   5.5419E-06   1.1489E+14   1.8531E+14   4.3873E+11   8.7916E+09   4.4752E+11
   3.8884E-08   1.0091E+16   1.0042E+17   2.1521E+09   5.3956E+08   4.1720E+06   1.4172E-05   4.5045E+08   7.2306E-06   1.2568E+14   2.0243E+14   4.7916E+11   9.6183E+09   4.8878E+11
   3.9661E-08   1.1024E+16   1.0971E+17   2.5722E+09   6.4490E+08   4.9879E+06   1.5509E-05   5.3913E+08   9.4284E-06   1.3750E+14   2.2115E+14   5.2348E+11   1.0526E+10   5.3400E+11
   4.0440E-08   1.2013E+16   1.1973E+17   3.0745E+09   7.7067E+08   5.9648E+06   1.6973E-05   6.4531E+08   1.2305E-05   1.5043E+14   2.4163E+14   5.7188E+11   1.1518E+10   5.8340E+11
   4.1220E-08   1.3126E+16   1.3082E+17   3.6752E+09   9.2124E+08   7.1325E+06   1.8575E-05   7.7237E+08   1.6051E-05   1.6457E+14   2.6400E+14   6.2483E+11   1.2605E+10   6.3744E+11
   4.2001E-08   1.4296E+16   1.4274E+17   4.3931E+09   1.1009E+09   8.5307E+06   2.0329E-05   9.2449E+08   2.0956E-05   1.8005E+14   2.8847E+14   6.8265E+11   1.3793E+10   6.9644E+11
   4.2784E-08   1.5621E+16   1.5597E+17   5.2516E+09   1.3161E+09   1.0202E+07   2.2249E-05   1.1065E+09   2.7339E-05   1.9698E+14   3.1520E+14   7.4590E+11   1.5096E+10   7.6100E+11
   4.3569E-08   1.7003E+16   1.7013E+17   6.2772E+09   1.5726E+09   1.2203E+07   2.4351E-05   1.3244E+09   3.5699E-05   2.1550E+14   3.4442E+14   8.1490E+11   1.6519E+10   8.3142E+11
   4.4355E-08   1.8580E+16   1.8590E+17   7.5040E+09   1.8799E+09   1.4595E+07   2.6653E-05   1.5851E+09   4.6575E-05   2.3576E+14   3.7633E+14   8.9042E+11   1.8081E+10   9.0850E+11
